Name,Type,Magnitude,Distance,Constellation,RA,DEC,Other Names,Description,Url_image
NGC 5196,Galaxy,15.2,108000.0,Virgo,13h31m,-01°36',,"From Madrid: NGC5196 is visible in the evening sky, becoming accessible around 22:12 (CEST), 27° above your south-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 01:39, 47° above your southern horizon. It will continue to be observable until around 05:34, when it sinks below 21° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115728_3a9df6f2ad2b.png
NGC 5197,Galaxy,15.8,–,Virgo,13h31m,-01°41',,"From Madrid: NGC5197 is visible in the evening sky, becoming accessible around 22:12 (CEST), 27° above your south-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 01:39, 47° above your southern horizon. It will continue to be observable until around 05:34, when it sinks below 21° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115721_4bda741d6abd.png
NGC 5198,Galaxy,11.8,–,Canes Venatici,13h30m,+46°40',,"From Madrid: NGC5198 is visible all night. It will become visible around 22:12 (CEST), 53° above your north-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 01:37, 83° above your northern horizon. It will be lost to dawn twilight around 06:12, 41° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115802_b81f5a4b3d37.png
NGC 5199,Galaxy,14.8,132000.0,Canes Venatici,13h30m,+34°49',,"From Madrid: NGC5199 is visible all night. It will become visible around 22:12 (CEST), 50° above your eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 01:38, 84° above your southern horizon. It will be lost to dawn twilight around 06:12, 36° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115732_307c22f9c4ca.png
NGC 5200,Double star,–,–,Virgo,13h31m,-00°01',,"From Madrid: NGC5200 is visible from soon after it rises, at 19:36, until soon before it sets at 07:42.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115320_3f56b3418f84.png
NGC 5201,Galaxy,14.2,117000.0,Ursa Major,13h29m,+53°04',,"From Madrid: NGC5201 is visible all night. It will become visible around 22:12 (CEST), 54° above your north-eastern horizon, as dusk fades to darkness. It will be lost to dawn twilight around 06:12, 43° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115738_749b7c0e4a98.png
NGC 5202,Galaxy,15.5,–,Virgo,13h32m,-01°41',,"From Madrid: NGC5202 is visible in the evening sky, becoming accessible around 22:12 (CEST), 27° above your south-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 01:39, 47° above your southern horizon. It will continue to be observable until around 05:35, when it sinks below 21° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115724_b8ace98ff0ca.png
NGC 5203,Galaxy,14.2,71500.0,Virgo,13h32m,-08°47',,"From Madrid: NGC5203 is visible between 22:16 and 05:03. It will become accessible around 22:16, when it rises to an altitude of 21° above your south-eastern horizon. It will reach its highest point in the sky at 01:40, 40° above your southern horizon. It will become inaccessible around 05:03 when it sinks below 21° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115737_e05f38244deb.png
NGC 5204,Galaxy,11.3,–,Ursa Major,13h29m,+58°25',,"From Madrid: NGC5204 is visible all night. It will become visible around 22:12 (CEST), 53° above your north-eastern horizon, as dusk fades to darkness. It will be lost to dawn twilight around 06:12, 44° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115806_e3e2e3935aaa.png
NGC 5205,Galaxy,12.8,31750.0,Ursa Major,13h30m,+62°30',,"From Madrid: NGC5205 is visible all night because it is circumpolar. It will be highest in the sky at 01:37, 67° above your northern horizon. At dusk, it will become visible around 22:12 (CEST), 52° above your north-eastern horizon. It will be lost to dawn twilight around 06:12, 44° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115752_2ea1cff7e61f.png
NGC 5206,Galaxy,10.5,3210.0,Centaurus,13h33m,-48°09',,From Madrid: NGC5206 is not readily observable since it lies so far south that it will never rise more than 1° above the horizon.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115815_ec2a6878862a.png
NGC 5207,Galaxy,14.4,103500.0,Virgo,13h32m,+13°53',,"From Madrid: NGC5207 is visible all night. It will become visible around 22:12 (CEST), 38° above your eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 01:40, 63° above your southern horizon. It will be lost to dawn twilight around 06:12, 25° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115736_15136fb5ce19.png
NGC 5208,Galaxy,14.2,–,Virgo,13h32m,+07°18',,"From Madrid: NGC5208 is visible in the evening sky, becoming accessible around 22:12 (CEST), 33° above your eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 01:40, 56° above your southern horizon. It will continue to be observable until around 06:09, when it sinks below 21° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115737_c4b0d39d822f.png
NGC 5209,Galaxy,14.7,107000.0,Virgo,13h32m,+07°19',,"From Madrid: NGC5209 is visible in the evening sky, becoming accessible around 22:12 (CEST), 33° above your eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 01:40, 56° above your southern horizon. It will continue to be observable until around 06:09, when it sinks below 21° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115733_dcc2f7d2b756.png
NGC 5210,Galaxy,14.2,–,Virgo,13h32m,+07°10',,"From Madrid: NGC5210 is visible in the evening sky, becoming accessible around 22:12 (CEST), 33° above your eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 01:40, 56° above your southern horizon. It will continue to be observable until around 06:09, when it sinks below 21° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115738_7690b140d99b.png
NGC 5211,Galaxy,13.1,51300.0,Virgo,13h33m,-01°02',,"From Madrid: NGC5211 is visible in the evening sky, becoming accessible around 22:12 (CEST), 27° above your south-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 01:40, 48° above your southern horizon. It will continue to be observable until around 05:38, when it sinks below 21° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115749_536e7eda7ede.png
NGC 5212,Galaxy,15.9,–,Virgo,13h32m,+07°17',,"From Madrid: NGC5212 is visible in the evening sky, becoming accessible around 22:12 (CEST), 33° above your eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 01:40, 56° above your southern horizon. It will continue to be observable until around 06:09, when it sinks below 21° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115720_d49f6860b6f7.png
NGC 5213,Galaxy pair,14.9,–,Virgo,13h34m,+04°08',,"From Madrid: NGC5213 is visible in the evening sky, becoming accessible around 22:12 (CEST), 31° above your south-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 01:42, 53° above your southern horizon. It will continue to be observable until around 06:00, when it sinks below 21° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115731_76f59c860e48.png
NGC 5214,Galaxy,13.7,–,Canes Venatici,13h32m,+41°52',,"From Madrid: NGC5214 is visible all night. It will become visible around 22:12 (CEST), 51° above your eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 01:40, 88° above your northern horizon. It will be lost to dawn twilight around 06:12, 40° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115743_38edde8dbfd5.png
NGC 5215,Galaxy,13.9,–,Centaurus,13h35m,-33°28',,From Madrid: NGC5215 is not readily observable since it lies so far south that it will never rise more than 16° above the horizon.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115740_750e23dfceb3.png
NGC 5216,Galaxy,16.1,56700.0,Ursa Major,13h32m,+62°42',,"From Madrid: NGC5216 is visible all night because it is circumpolar. It will be highest in the sky at 01:39, 67° above your northern horizon. At dusk, it will become visible around 22:12 (CEST), 52° above your north-eastern horizon. It will be lost to dawn twilight around 06:12, 44° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115718_da27cd68c6a2.png
NGC 5217,Galaxy,13.9,89300.0,Coma Berenices,13h34m,+17°51',,"From Madrid: NGC5217 is visible all night. It will become visible around 22:12 (CEST), 40° above your eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 01:41, 67° above your southern horizon. It will be lost to dawn twilight around 06:12, 28° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115741_2ca7022f7c1b.png
NGC 5218,Galaxy,12.3,53300.0,Ursa Major,13h32m,+62°46',,"From Madrid: NGC5218 is visible all night because it is circumpolar. It will be highest in the sky at 01:39, 67° above your northern horizon. At dusk, it will become visible around 22:12 (CEST), 52° above your north-eastern horizon. It will be lost to dawn twilight around 06:12, 44° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115756_6a536cdd6788.png
NGC 5219,Duplicate,–,27650.0,Centaurus,13h38m,-45°51',,"From Madrid: NGC5219 is visible from soon after it rises, at 23:43, until soon before it sets at 03:49.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115320_80163e001645.png
NGC 5220,Galaxy,13.5,49500.0,Centaurus,13h35m,-33°27',,From Madrid: NGC5220 is not readily observable since it lies so far south that it will never rise more than 16° above the horizon.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115744_1a5681ef55c9.png
NGC 5221,Galaxy,14.4,98900.0,Virgo,13h34m,+13°49',,"From Madrid: NGC5221 is visible all night. It will become visible around 22:12 (CEST), 37° above your eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 01:42, 63° above your southern horizon. It will be lost to dawn twilight around 06:12, 25° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115735_2c6b43af3367.png
NGC 5222,Galaxy,15.6,106000.0,Virgo,13h34m,+13°44',,"From Madrid: NGC5222 is visible all night. It will become visible around 22:12 (CEST), 37° above your eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 01:42, 63° above your southern horizon. It will be lost to dawn twilight around 06:12, 25° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115724_7a50243fc673.png
NGC 5223,Galaxy,14.3,89500.0,Canes Venatici,13h34m,+34°41',,"From Madrid: NGC5223 is visible all night. It will become visible around 22:12 (CEST), 49° above your eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 01:42, 84° above your southern horizon. It will be lost to dawn twilight around 06:12, 37° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115737_ef4c086f1f82.png
NGC 5224,Galaxy,15.0,81600.0,Virgo,13h35m,+06°28',,"From Madrid: NGC5224 is visible in the evening sky, becoming accessible around 22:12 (CEST), 32° above your eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 01:42, 56° above your southern horizon. It will continue to be observable until around 06:09, when it sinks below 21° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115729_30973eba8dd9.png
NGC 5225,Galaxy,14.4,–,Canes Venatici,13h33m,+51°29',,"From Madrid: NGC5225 is visible all night. It will become visible around 22:12 (CEST), 53° above your north-eastern horizon, as dusk fades to darkness. It will be lost to dawn twilight around 06:12, 43° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115736_60c1e3c5ae02.png
